Tên quán,Link,Nội dung Review
Shri - Rooftop Restaurant & Lounge,https://www.foody.vn/ho-chi-minh/shri-restaurant-lounge,"2tr, 5tr, 10 trieu va các loại 20% - Dũng 0939413166  Pass voucher 2 triệu, 5 triệu ,10 triệu và các loại 20% off  Ai cần liên hệ mình Dũng: 0939413166 (có Zalo)"
Shri - Rooftop Restaurant & Lounge,https://www.foody.vn/ho-chi-minh/shri-restaurant-lounge,"SALE OFF 20%, 30%, 50% Cần pass lại voucher F&B Nova. ✅ Voucher ăn uống các loại 1tr, 2tr, 5tr, 10tr, 20tr. SALE OFF 20%, 30%, 50% ✅ Giảm giá 50% tổng bill tại nhà hàng Jumbo seafood, Crystal Jade, Dynasty House. ✅ Được ăn uống tất cả nhà hàng của hệ thống Nova F&B Nova. ✅ Được dùng thêm nước uống có cồn. ✅ Ace có nhu cầu liên hệ sdt 0938201000"
Shri - Rooftop Restaurant & Lounge,https://www.foody.vn/ho-chi-minh/shri-restaurant-lounge,"2tr, 5tr, 10 trieu va các loại 20% - Dũng 0939413166  Pass voucher 2 triệu, 5 triệu ,10 triệu và các loại 20% off  Ai cần liên hệ mình Dũng: 0939413166 (có Zalo)"
Shri - Rooftop Restaurant & Lounge,https://www.foody.vn/ho-chi-minh/shri-restaurant-lounge,"2tr, 5tr, 10 trieu va các loại 20% 30% - Dũng 0939413166  Pass voucher 2 triệu, 5 triệu ,10 triệu và các loại 20% 30% off  Ai cần liên hệ mình Dũng: 0939413166 (có Zalo)"
Shri - Rooftop Restaurant & Lounge,https://www.foody.vn/ho-chi-minh/shri-restaurant-lounge,"2tr, 5tr, 10 trieu va các loại 20% 30% 50% - Dũng 0939413166  Pass voucher 2 triệu, 5 triệu ,10 triệu và các loại 20% 30% 50% off  Ai cần liên hệ mình Dũng: 0939413166 (có Zalo)"
Shri - Rooftop Restaurant & Lounge,https://www.foody.vn/ho-chi-minh/shri-restaurant-lounge,"SALE OFF 20%, 30%, 50% Cần pass lại voucher F&B Nova. ✅ Voucher ăn uống các loại 1tr, 2tr, 5tr, 10tr, 20tr. SALE OFF 20%, 30%, 50% ✅ Giảm giá 50% tổng bill tại nhà hàng Jumbo seafood, Crystal Jade, Dynasty House. ✅ Được ăn uống tất cả nhà hàng của hệ thống Nova F&B Nova. ✅ Được dùng thêm nước uống có cồn. ✅ Ace có nhu cầu liên hệ sdt 0938201000"
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,Ngon với chất lượng
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,Ngon với chất lượng
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,Ngon và chất lượng
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,Ngon và chất lượng
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,Ngon với chất lượng
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,Ngon với chất lượng
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,Ngon với chất lượng
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,Ngon với chats lượng
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,Ngon với chất lượng
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,Ngon với chất lượng.
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,Ngon và chất lượng
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,Ngon và chất lượng
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,Ngon và chất lượng
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,( Ngon với chất lượng )
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,Rất ngon
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,Ngon với chất lượng
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,"địa điểm đẹp, phong cảnh đẹp 🍂🍂"
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,"Quán ngon, chất lượng"
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,"Ngon, chất lượng"
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,Ngon và chất lượng
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,Ngon với chất lượng
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,Ngon và chất lượng
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,Ngon với chất lượng
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,Ngon voi chat luong
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,Ngon với chất lượng
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,Đồ ăn ngon và chất lượng
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,"Tới quán vào buổi tối CN nhưng quán khá vắng vẻ, m đi có 1 m nên gọi 1 mì bò, 1 tổng hợp gà quay, vịt quay xá xíu nhưng mình ko ăn gà nên chỉ có vịt quay xá xíu thôi. Món mì vị cực kỳ bình thường còn bò nạc mềm 1 cách dỡ tệ như kiểu lấy trong tủ đông ra hâm lại. Nhưng ko thất vọng bằng món vịt quay xá xíu. Vịt ko có 1 tí độ giòn nào như kiểu chặt ra, xá xíu cắt lát cho cả dĩa vào lò vi sóng hâm lại cho nóng luôn miếng thịt còn hơi cong lên vì hâm lò vi sóng. Món ngon nhất chắc là ly nước sâm ko có gì để chê. Lần đầu tiên ăn xong mà phải vào review thế này mong nhà hàng xem lại. Chứ cứ ntn m chắc chắn ko bao giờ quay lại."
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,"Vừa ra menu mới mọi người nên thử , có 1 số loại nước mới nhất là Trà tứ vị, mùi vị lạ uống thơm lắm. Menu đồ ăn có thêm món xào với dimsum. Phục vụ ok, thân thiện nè. Sẽ ủng hộ nhiều lần nữa"
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,"Giá hơi cao hơn trong mấy quán đồ tàu mình hay ăn nhưng chất lượng thì bình thường không có gì đặc biệt , được cái decor đẹp phù hợp để chụp hình!"
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,"Đậu hủ và vịt quay ngon , mì hải sản không được ngon , rất nhạt và cay , phục vụ nhiệt tình"
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,"Như mì luộc trụng sơ rồi mang lên vậy , lạt nhách không có 1 tí vị nào cả!!! , thiết nghĩ chắc quên cho nước sốt gia vị gì đó haizzzzz xịt tạm nước tương vô ăn cho xong , quá tệ.... bỏ hơn 100k ra ăn tô mì siêu dở!!! Được có mấy miếng thịt với không gian ok!"
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,"Nhà hàng bán tô mi nhìn oai ghê , lèo tèo 2 ba miếng xá xíu vụn , 2 cuc hoành thánh***mot vắt mì . Trước tôi thường an ở đây , nhung gần đây thấy quá tệ .. chắc bái bai luon 🙏🙏"
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,"Nhà hàng San Fu Lou dưới tầng trệt toà nhà AB, không gian khá rộng rãi và thoải mái. Nhiều món ăn phong phú mang nét ẩm thực Quảng Đông - Hồng Kông thực sự khiến thực khách thích thú, đặc biệt mỗi thứ 4 hàng tuần nhà hàng sẽ phục vụ món Cơm Gà Hải Nam khá ngon và tròn vị.  Nhân viên nhiệt tình và chuyên nghiệp, không gian trang trí theo mùa, tuy nhiên buổi trưa không khí khá nóng và hơi oi bức, ánh nắng ban ngày cộng hưởng thêm mặt tiền toàn kính làm thực khách có cảm giác hơi bị chói nắng. Buổi tối trời mát và view công viên khá lãng mạn.  Giá cả hơi cao nhưng hợp lý đối với mặt bằng đắt đỏ quận 1, chất lượng đồ ăn khá sát với tiêu chuẩn món Hoa nói chung."
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,"Mình đi hôm mùng 3 vừa rồi , biết trước ngày lễ tết sẽ rất đông nên mình đã cẩn thận đặt bàn trước qua website , ban đầu mình CN khác sau đó có bạn nhân viên gọi lại báo CN đó không có mở dịp tết kêu mình hổ trợ đặt lại CN Q1 có mở dịp tết , tới hôm mình vô nói với NV có book trước rồi , rồi NV trả lời mình lễ tết bên em không có nhận đặt bàn qua website ?????? Kêu mình đợi 15-20p gì đó có bàn rồi vô Mình nói có NV gọi lại cho mình kêu đặt bàn CN bên đây mà , xong mình bỏ ra về , rồi quýnh quán kêu mình đợi 5p nhe , có khách đựng dậy rồi dọn bàn mình vô liền nhe!!"
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,"Đã ăn nhiều lần , tết có phụ thu 10% trên tổng bill , tuy ngày tết đông hết nhiều món nhà mình định ăn nhưng phục vụ ứng xử rất tốt nhanh nhẹn. Giá cả phù hợp so với mặt bằng chung , gần 2tr cho 4 cái bụng no nê:))) đồ ăn ngon"
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,"Do dịch nên đến h mình mới dẫn gia đình mình qua đây ăn, hương vị vẫn rất ngon, menu nhà hàng mới cập nhật thêm 4 món mới và 4 loại nước nữa nè siêu ngon nha . Cận Noel cận Tết rồi mọi người muốn kiếm chỗ cho gia đình hội ngộ thì nên ghé Sanfulou nhaaaaa"
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,Phục vụ quá tệ
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,"Quán ở trung tâm và ngay chỗ làm nên cũng hay ăn chi nhánh này nhất. Buổi trưa khách rất đông nên book bàn trước khi tới. Mình k book bàn, nhân viên để cho bàn k ngay lối đi k đẹp lắm. Cơ mà mình vẫn thích ăn buổi tối khi quán lên đèn lồng đỏ rất đẹp. Ngồi trên lầu sẽ thấy càng đẹp hơn nữa. Mình gọi 1 phần mì San Fu Lou, Tàu hũ ki cuộn tôm chiên, hoành thánh tôm thịt, giấm đen, ớt, chè Dương chi Kim Lộ. Món Tàu hũ ki cuộn tôm thịt chiên lúc nào cũng ngon, must try món này. Hoành thánh trộn giấm hơi bị chua quá, chè Dương chi kim lộ bên này thua Dim Tu Tac. Mì hoành thánh ăn ổn nhưng k xuất sắc."
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,"Nếu nói về món Hoa ngon mình thích ăn Mr Lai nhất, sau đó mới là San fu lou. Xét về mức giá thì SFL vẫn tốt hơn. Bày biện món ăn, ko gian rất ổn, đi ăn với gia đình rất hợp. Chân gà hấp tàu xì và 7749 loại dimsum đều ngon đặc sắc. Điểm tốt nhất là nhà hàng có nhiều chi nhánh nên tiện vô cùng luôn á, đi đâu cũng có gần để ăn ❤️"
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,"Mình cũng ăn đựơc 1 vài quán ăn hoa rồi mà sẵn dịp được bạn cho cái voucher 200 bên San Fu Lou nên ghé ăn thử. Menu thì cũng như mấy quán người hoa khác nhưng mà đa dạng với lại món ăn chất lượng hơn, nhân viên cũng thân thiện hơn mấy chỗ khác, view đẹp.  Mình thích nhất là xá xíu bên này, ngon thơm, nạc nhiều :))) Còn 1 món đáng thử nữa là hải sâm gân heo sốt xo, nghe thôi là thấy ngon rồi đó. Đồ ăn ngon, giá cả phải chăng, mà còn được giảm giá nữa, nhất định sẽ quay lại."
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,Đây là nhà hàng mà mình và bạn bè thường xuyên ghé ăn cũng tại vì Nhân viên vô cùng thân thiện và khi có các người nổi tiếng hay các người kiễu sang trọng vào thì không phân biệt mà phục vụ như nhau nhiệt tình như nhau. Trong lúc ăn thì thiếu gì nhờ nhân viên rất sẵn lòng giúp mình.NVS thì sạch sẽ đi ăn mà gặp phải chỗ có NVS không đc sạch đẹp thì mình cũng ngại quay lại :)). Đồ ăn thì các món đa số các món đều đa số dễ ăn mình thích nhất là hoành thánh giấm đen siêu ngon ai đến cũng nên thưởng thức một lần. Không gian thì nhìn cũng khá ok khi lên hình. Nếu bạn là một người thích một chỗ ăn giá cả không quá cao không gian đẹp và đồ ăn ngonn thì hãy đến nơi đây thử một lần nhé.
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,Món ăn rất hấp dẫn đây là lần thứ 2 tôi quay lại đây . Tôi lại thử thêm được món cá mú hấp hồng kông và mỳ khô xá xíu tương đen . Lo ăn quá quên mất chụp luôn tấm ảnh ....😂😂😂
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,"Mình thường dẫn bạn hoặc gia đình đên đây ăn. Đồ ăn khá ngon, phục vụ cũng nhiệt tình. Nhưng có một số món mình ngon thích ăn lại hay hết hoài. Mong nhà hàng cải thiện vấn đề này nha. Chung quy vẫn rất tốt."
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,"Hôm trước mình có ghé quá San Fu Lou cùng bạn mình vào lúc 20h . Mình đi 2 người và được xếp ngồi ngay góc cửa sổ nhìn ra được cả thành phố vị trí khá là đẹp . Về món ăn mình gọi những món quen thuộc ( vì đến ăn cũng khá nhiều lần ) món ăn ra nhanh , ngon, sạch và giá thành rất hợp lí ( rất thích hợp cho dắt người yêu hoặc gia đình đi ăn luôn í ) . Về chất lượng phục vụ mình nhận xét ổn hơn nhiều quán khác , nhân viên take care khách kĩ , nhiệt tình lắm. À khi vào quán thì có bạn lễ tân làm vệ sinh khử khuẩn tay ,tuân theo quy định giãn cách xã hội các bàn ngồi không có sát nhau và nhân viên đeo khẩu trang mình cảm thấy chuyên nghiệp và an tâm khi đến ăn nữa. Chưa hết mình còn được các bạn nhân viên giới thiệu sản phẩm mang về ,số lượng nhiều hơn mà giá thành ko mắc ( đang có giảm giá 10% ) nên mình hốt được khá nhiều để ăn sáng nữa 😂 Nói sẽ quay lại"
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,"Minh đc bạn bè giới thiệu đến nhà hàng này và nay mới có dịp đến để trải nghiệm, không gian quán đậm chất Trung Hoa rất ấm cúng món ăn đa dạng ở đây các bạn nhân viên rất dễ thương nhiệt tình giới thiệu các món ăn. Nói chung rất là ưng cái bụng lun sẽ ủng hộ ở đây dài dài hehehe"
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,"đi hội bạn 4 người thêm 1 cô tổng là 5, mình ghé quán vào hôm mùng 3 Tết. Lúc đó là 20h15p quán có nói là tạm thời hết món nên mời mình 9h15 quay lại, mình cũng ok vì lúc đó nghĩ còn quán mở thì vẫn may rồi. Lúc quay lại thì trên menu phần đồ ăn order gạch khá nhiều, mình cũng chọn tạm được 9 phần. Ngồi chờ tầm 30p thì cũng ra được 5 phần, xong có 1 nhóm khách rất đông người đi vào. Sau khi ăn xong, lại ngồi chờ tiếp 30p :)) mà quay qua quay lại thấy cái bàn ấy vô sau mà có ĐẦY ĐỦ đồ ăn còn bên mình thì omg??? Thông cảm cho quán vì Tết số lượng khách hàng, nhân viên nghỉ Tết này nọ, nhưng tin được không? Lúc mình gọi nvien hỏi khi nào món mình lên tiếp được, thì bạn ấy bảo “ GIỜ BÀN CHỊ CÒN NHỮNG MÓN NÀO, CÓ CẦN GẤP KHÔNG EM KÊU BẾP LÀM LIỀN “ ???? ủa là sao ??? Là trong khoảng thời gian đó nvien k có trách nhiệm kiểm tra bàn, kiểm tra món cho khách. Ăn san fu lou rất nhiều lần, nhưng lần này quá tệ và sẽ k có ý định quay lại lần nữa."
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,"Ngon giống các nhà hàng món Hoa khác. Nhưng ngon nhất là satế tôm ở đây khác hẳn ở chỗ khác. View đẹp không gian thoáng nhưng mà bàn ghế kê hơi nhiều nên ngồi chật chội và đi tới đi lui cũng thấy vướng víu.  Khách thì đông nhưng mà nhân viên thì ít cho nên phục vụ hơi chậm mặc dù nhân viên chạy tới chạy lui rất tích cực. Nhà vệ sinh bình thường,không sạch lắm."
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,"Mình ăn cũng vài lần ở SanFuLou vẫn cảm thấy chân gà ở đây làm ngon hơn những chỗ mình từng ăn, đậm vị mà ko bở.. mỗi lần muốn tiếp khách điều hẹn ra đây vì vị trí thuận tiện ngay trung tâm, dễ đỗ xe, nhân viên cũng nhiệt tình. Ngày 29 Tết đi chợ bông xong ghé ăn, do dịch nên NH cũng đo nhiệt độ, xịt khử trùng.. ghé ăn cũng thấy an tâm hơn, lúc order nhân viên có báo phụ thu thêm 10% do dịp Tết, huhu.. nhưng bù lại cuối bữa được mấy bạn nhân viên cho rút Lì xì chương trình Tết thì lại bốc trúng voucher giảm 10% :))) chắc do mình ăn ở tốt.."
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,"Hello mọi ngườiiiii ~ vài tháng trước chỉ mới ăn thử có 1 lần và review lại cho mọi người á  Thì vài tháng sau nhà hàng SanFuLou đã kết nạp thêm một thành viên quen thuộc là em nữa đây mn :>  Ăn ngon là dắt bạn bè chung lớp vô ăn tiếp   Hmmmm  Lần này đi 8 người ăn một bàn không tới 2 triệu nhưng mà vẫn đầy đủ tiêu chí , ăn chắc mặc bền . Ngon , rẻ  Tính ra đầu người chỉ hơn hơn 100 ka thôi á   Mọi người kéo xuống thêm xíu nữa sẽ thấy bài của em :> offer lần này sẽ có thêm món  HOÀNH THÁNH TÔM CHIÊN CẦN - vì nó thực sự xuất xắccccccc lắm luôn á  Ngoài ra nhà hàng còn đang bán thêm Bánh tráng lắc các vị như phô mai - xí muội - trứng muối tuỳ ngày á :> rất ngon giòn và bắt miệng -> 1 dĩa 15 hay 20 ka á tui không nhớ nữa  Nma đợt tui ăn là vị trứng muối :> hơi ngấy nhưng mà bù lại là khai vị cho bữa ăn rất ngon mlem mlem  10h mấy tối mà đi review vầy rất là đói bụnggggg  Hi vọng hết dịch nhà hàng sẽ bán tới 3h để phục vụ cho những đứa đói đêm như tuiii  🙆🏻‍♀️🙆🏻‍♀️🙆🏻‍♀️ Enjoy"
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,"Chân gà quá mềm k giòn dai, thịt k nước lắm, đậu hủ ki k nóng giòn, sò điệp k tươi, vì có phiếu mới ăn chứ k kì vọng kiểu nhà hàng công nghiệp như vầy"
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,Vẫn thích không gian ở đây nhất.
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,"Mình ăn 2 người, thực ra hoá đơn như thế này hơi nhiều so với sức ăn và tụi mình vẫn phải gói phần tôm trứng muối mang về. Hai người đi ăn thì tầm ~500k là đẹp nhé mọi người.  Há cảo/xíu mại ở đây đều không có gì để chê. Nguyên liệu đều rất tươi và ngon. Đặc biệt là những món có tôm, một đứa không thích tôm như mình ăn còn thấy ngon.  Món tôm sốt trứng muối (mình không nhớ tên gọi cụ thể của món là gì) ăn khá ưng bụng. Vỏ giòn có thể nhai nuốt luôn cũng được. Trứng muối đậm đà rõ vị, vì mình gói mang về nên phần sốt con thừa lấy ăn với cơm cũng xịn cực. Bánh bao phong sa ngon đỉnh caoooo nhé cả nhà ơi. Ai thích vị béo béo thì nên ăn nhé. Nước thì cũng bình thường. Không quá đặc sắc. Nhưng dùng sau khi ăn những món này thì khá hợp.  Chỗ này có gửi xe ở vỉa hè phía mặt đường***nha. Trước đây mình hay ăn bên Vincom không biết nên chạy thẳng xuống hầm toà AB gửi luôn thì cái hầm hơi âm u :))"
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,Đồ ăn ngon và nhân viên khá nhiệt tình. Tuỳ thời điểm có khi đông thì các món xào đợi hơi lâu nhưng vẫn chấp nhận được. Thích nhất bánh bao phong sa và há cảo tôm ở đây. Ăn nhiều chỗ vẫn thích quay lại đây 💙
Hệ Thống San Fu Lou - Ẩm Thực Quảng Đông,https://www.foody.vn/thuong-hieu/san-fu-lou?c=ho-chi-minh,"Từ trước tới nay mình chưa từng thử qua nhà hàng Hoa nào cho đến khi mình được bạn bè giới thiệu đến ăn thử nhà hàng San Fu Lou . Vì mình khá quan ngại vì món Hoa mình chưa ăn lần nào sợ hương vị sẽ không hợp với khẩu vị của mình , nhưng KHÔNG , đồ ăn ở đây theo cảm nhận riêng của mình là rất vừa miệng á mọi người  Chẳng hạn như là :  - Xíu mại nấm hương mình gọi xửng 6 viên mà cục nào núc na núc ních luôn , cắn là ngập răng luôn . Xíu mại ở đây khá là vừa miệng nên mình không cần chấm thêm đâu mng  - Há cảo tôm bó xôi : Điều gây ấn tượng mình chính là mùi của món này vì khi gắp há cảo rồi cho vào miệng thì miệng mình sẽ xộc lên một cái mùi rất thơm và lạ á mng , vỏ bánh hơi dầy nên khi hấp ăn sẽ có đủ vị dai , sựt , và mềm ngọt của nhân   - Chân gà hấp tàu xì ( Best Seller ) của quán : Ord thì tích tắc mang chân gà ra liền luôn í , chân gà ăn kèm với bát cơm trắng thì bao dính luôn mng ạ vì theo mình thì chân gà sẽ hơi mặn , chân gà thì bao thấm đẫm gia vị luôn , mềm ơi là mềm ( mình sợ gắp lên nó đứt ra luôn á )   - Bánh cuốn sốt tương X.O ( ta nói nó bao ngon mà chữ ngon kéo dài luônn ) mình không nói điêu luôn , nên ord để cảm nhận nha mọi người , bánh dày nhân tôm ăn vào ngọt miệng kèm vớt sự mặn mặn của sốt X.O cay nhẹ trong vòm họng . Ăn xong là phải làm một ngụm ly Trà xanh trái vải nha đam để dìm lại sự cay   - Ly trà xanh trái vải nha đam theo mình thì nó hơi chát chát vị nha đam nhưng bù lại là rất thơm và vải thì tươi ngọt luôn   Món cuối cùng là cực phẩm luôn í mọi người   ĐẬU HỦ KI CUỘN TÔM THỊT CHIÊN chấm với sốt Mayo là trùm cuối hạ gục trái tim của mình . Mayo cực kì béo và ngọt thơm , đậu hủ ki thì chiên giòn rụm , tôm và thịt vừa chín tới vẫn còn giữ được độ ẩm không khô luôn ( Nhưng không nên ăn vào cuối cùng vì nhà hàng Hoa thì món đa số sẽ dầu nhiều nên sẽ bị ngán và no ngang nhanh - Món này nên ăn ở giữa giữa là đẹp , ngon luôn ạ 🙆🏻‍♀️ )   Mình đi 6 người nguyên một bàn còn bánh bao phong sa , hoành thánh giấm ớt , cải xào sốt bào ngư , khoai môn sò điệp chiên xù , há cảo tôm sò điệp... Ăn NO Ứ HỰ muốn lăn về luôn mà bill chỉ có 1tr hơn thôi ( đã gồm thuế luôn )  QUÁ NGON BỔ RẺ ngay tại Trung Tâm Sài Gòn   Đến thử mọi người ơiiii 🙆🏻‍♀️🙆🏻‍♀️🙆🏻‍♀️ Highly Recomment mọi người đến vào giờ 4-5 giờ vừa mát mẻ mà phục vụ sẽ nhanh chóng luôn ❤️"
