Video ID,Author,Comment,Likes,Published At
i8Ew80mxJYs,@golem-o9j,May mà nghe cảnh báo rồi giảm nhỏ tiếng.  Cái tiếng ghita nó to quá mức rồi,0,2025-12-21T14:56:03Z
i8Ew80mxJYs,@choichua734,"Hay lắm EA, phần 2,3 thì tăng độ khó để hút máu, phần 1 replanted thì lại giảm độ khó đi để chọc tức người chơi cũ.",1,2025-12-21T14:54:19Z
i8Ew80mxJYs,@lamnguyentung2967,Tại sao ta phải chơi replanted thay vì chơi fusion hay hybrid,0,2025-12-21T14:51:40Z
i8Ew80mxJYs,@ThuyNguyen-nh6hi,Video về cách mà EA phá -đảo- game ,0,2025-12-21T14:50:01Z
i8Ew80mxJYs,@SpotifyThái,"Chơi vẫn hay mà ae, cần gì nâng cấp, nạp hay cây vip, vẫn win được mà, ae chê khiếp vậy",0,2025-12-21T14:45:12Z
i8Ew80mxJYs,@WENDIGO_FROM_THE_VOID,Tui chơi crack còn hơn cục phân bón này Chắc EA bit kiểu j cũng có tìn nên kệ mom game thủ,0,2025-12-21T14:42:34Z
i8Ew80mxJYs,@DuyNKQ-e4b,Game dở đến nỗi bro phải dùng bảng điểm cũ …,0,2025-12-21T14:37:54Z
i8Ew80mxJYs,@lethu032sadad22,tôi tưởng con game này tệ đến mức phê game éo thèm chê luôn chứ :V,0,2025-12-21T14:37:28Z
i8Ew80mxJYs,@HaiaNguyenuc,12:48 LMAO,0,2025-12-21T14:34:01Z
i8Ew80mxJYs,@quanghai6705,Giọng đọc này hay đấy,0,2025-12-21T14:21:24Z
i8Ew80mxJYs,@m_elyr_a,game duy nhất tôi ko thấy có lỗi khi crack game,1,2025-12-21T14:19:47Z
i8Ew80mxJYs,@huyhoangnguyenvan6797,Giọng a sơn chắc đau họng rồi. Tiếng nhỏ cứ như tiếng thì thầm của âm hồn vậy,0,2025-12-21T14:15:54Z
i8Ew80mxJYs,@boxuongbietnoi067,G Fan nói AE đang làm cái quái gì vậy,0,2025-12-21T14:12:16Z
i8Ew80mxJYs,@moc8434,Cái gì cơ ? 20 đô ư? Tôi sẽ dùng tiền của mình để chơi Silksong.,0,2025-12-21T14:07:22Z
i8Ew80mxJYs,@anhquannguyentrong479,12:55 cái giai điệu qq gì thế😭🙏,0,2025-12-21T14:06:32Z
i8Ew80mxJYs,@punpunchthings,bản gốc có hẳn mod wide screen nên mắc cái gì phải bỏ ra 200k để chơi đống minigame còn thua fanmade :))),0,2025-12-21T14:02:57Z
i8Ew80mxJYs,@HoangHaiNguyen-zd1bq,Giọng anh hôm nay bị sao ấy nhỉ,0,2025-12-21T14:00:43Z
i8Ew80mxJYs,@tungnguyenvan6629,Cuối cùng thì ngày này cx đến,0,2025-12-21T13:58:36Z
i8Ew80mxJYs,@Black_Lotus11,Nếu ae muốn chơi pvz hay thì khuyên ae nên tìm bản pvz 2 reflourished nhé    bản này còn lên đc 60fps,0,2025-12-21T13:51:56Z
i8Ew80mxJYs,@bao303,"tui thấy may mắn khi tui là người chơi plant vs zombie 2, phá đảo và xóa nó trước khi có vụ nâng cấp cây =))",12,2025-12-21T13:46:28Z
i8Ew80mxJYs,@ntaquan0125,"bài zombie on your lawn lẽ ra là phần thưởng cho những người clear game. Cơ mà hình như trong replanted chỉ cần vô phần credit trong option là nghe đc luôn, chả cần chơi gì cả",0,2025-12-21T13:40:13Z
i8Ew80mxJYs,@s1mple9329,dạo này chê game hiền quá 😂😂,0,2025-12-21T13:34:12Z
i8Ew80mxJYs,@NgườiAphantasia,"chịu trong 1 tháng 3 kênh tế sống pvz 3 lần :)) bên nước ngoài mấy chục kênh tế sống pvz mấy chục lần nữa , khổ thân ea vl tại sao chúng ta cứ phải sợ muỗi đến vậy ? chúng phải sống bằng máu người , nếu ta không sợ chúng và không muốn tiếp xúc với chúng thì chỉ cần mắc màn ngủ là được . bạn không cần phải sống trong 1 phòng ngủ cực kỳ nhiều muỗi , bạn chỉ cần trở về cái phòng ngủ có màn ngủ và vợt muỗi",0,2025-12-21T13:32:47Z
i8Ew80mxJYs,@affecty167,"Cái AI bị dắt mũi mấy đời vẫn còn kêu là sao v??. Thực chất cái việc Replanted bị táp là xài AI là vì khi game bị leak khi ra mắt chính thức thì bản beta game này sử dụng AI để thay thế các texture chất lượng thấp, nhưng khi game ra chính thức thì *toàn bộ texture game này được vẽ lại hoàn toàn để tương thích với độ phân giải cao*. Các bản về sau thì Replanted sửa hàng tá bug nên game chơi ổn rồi, chỉ là cái vụ AI bị mấy idol như Hey1mJay chửi rồi làm ầm lên nên ai ko chơi Replanted sẽ lấy cái văn mẫu lấy bản beta bị leak ra rồi kêu là game xài AI này nọ trong khi bản chính thức đã được vẽ lại toàn bộ. Nếu thực sự chê thì chỉ chê game theo giá gốc của Plants vs Zombies khi mới ra hồi 2009 (20$ thay vì 5$ như bản Game of the Year trên Steam)",1,2025-12-21T13:24:36Z
i8Ew80mxJYs,@JohnnyTheSin,Hài cái là 90% thứ khiến game này và cộng đồng còn sống là các bản mod của pháp sư trung hoa chứ con ea chả làm đc cc gì cả,21,2025-12-21T13:22:13Z
i8Ew80mxJYs,@Vir7ualized,"Chúng ta đi từ ""There's a Zombie on your lawn"" cho đến quả ""There's an AI on your lawn""",3,2025-12-21T13:22:03Z
i8Ew80mxJYs,@Thomas_Jasper_Cat_Sr,💀 cảm ơn AE vì bản game này đã giúp tôi tải lại PVZ1 trên  CHPLAY để chơi,0,2025-12-21T13:19:28Z
i8Ew80mxJYs,@nobodymr6661,trc có xem 1 video ở yt Game Cực Hay giờ đc qua nghe bên Phê Game,3,2025-12-21T13:15:35Z
i8Ew80mxJYs,@HoangMinh-k2l6g,"Thôi rồi,một phần tuổi thơ của tôi coi như là hết luôn rồi",0,2025-12-21T13:11:39Z
i8Ew80mxJYs,@nhannguyen-sd9xo,thà chơi fangame ít ra học còn có tâm hơn,0,2025-12-21T13:09:21Z
i8Ew80mxJYs,@Foxgamin21,"YAAAAYYYYY, CUỐI CÙNG AD CHÊ CON GAME PVZ REPLANTED",0,2025-12-21T13:09:16Z
i8Ew80mxJYs,@Nam_Le_Johan,"tôi đã chơi cái phần replant này, và nói thật là nó không tệ đến mức phải làm cả một video chê game về nó, nhưng mà xem đến cuối video thì tôi đã hiểu lý do :))",14,2025-12-21T13:09:00Z
i8Ew80mxJYs,@LongNguyen-pl5hm,Từ lúc pvz2 ra cập nhật nâng cấp cây là xóa game luôn 😢,0,2025-12-21T13:06:28Z
i8Ew80mxJYs,@GogoGaga-dn1sy,760,0,2025-12-21T13:04:24Z
i8Ew80mxJYs,@toibiethieunnanmg,"oh yes, vng thực đang tắm 2 lần trên 1 dòng sông",0,2025-12-21T13:02:36Z
i8Ew80mxJYs,@quaivatxanhlèxanhlét,"Hóng đến lúc Crossfire Legends sắp ngủm thì sẽ có video chê game :)) Game mới ra chơi được vài trận vô chơi rank đã tràn lan hack, thậm chí là quảng cáo hack trên Ytb lun rồi Còn ai cmt bênh vực hack tràn lan là chuyện bthg thì tôi xin phép ko trả lời.",0,2025-12-21T13:01:13Z
i8Ew80mxJYs,@ApplGato56890,"Nhìn tình hình hiện tại của PVZ, em thấy chơi các mod như DLC cho phần 1 hay Reflourished cho phần 2 thì hay hơn",0,2025-12-21T12:58:47Z
i8Ew80mxJYs,@harrybaws38,vid đạo ý tưởng youtuber t3rror đến 80% mà phê game không credit à,0,2025-12-21T12:57:48Z
i8Ew80mxJYs,@KingIndianDefense-w4c,"Làm về "" capgras "" đi a",0,2025-12-21T12:56:43Z
i8Ew80mxJYs,@lemoncuong2820,Cả video điều tôi chú ý là đoạn pr CF cuối video 🤣🤣🤣,0,2025-12-21T12:56:32Z
i8Ew80mxJYs,@vinhphuctu-c8z,có lẽ chúng ta cần một thời gian nữa để có một giọng đọc vừa to vừa mỉa mai như em Duy :(,1,2025-12-21T12:56:00Z
i8Ew80mxJYs,@reveurs2267,bản chơi 2 người còn bị lỗi kết nối hay trồng cây nữa,0,2025-12-21T12:55:06Z
i8Ew80mxJYs,@NguyenHoang-cr5vm,17:04 Nhạc ở cuối video là nhạc trong game duck tale 2 (game 4 nút - NES) đúng ko admin =))))),0,2025-12-21T12:54:51Z
i8Ew80mxJYs,@Gaidaicungwin,"Hay lắm EA ạ, các ông copy paste phiên bản cũ hơn, thậm chí còn làm nó tệ đi , bảo sao bị mấy th modder ẩu lên đìa",0,2025-12-21T12:54:24Z
i8Ew80mxJYs,@danieI0905,bỏ 5 đô mua bản GOTY + thêm mấy bản mod còn hơn cái Replanted lmao này =))))),1,2025-12-21T12:53:34Z
i8Ew80mxJYs,@timberblack8,"Tôi chờ con game này lên CHÊ GAME đã lâu, cuối cùng ngày này cũng đến 🙏",0,2025-12-21T12:49:05Z
i8Ew80mxJYs,@tuongdo7342,Một lần nữa. PvZ thành ra ntn tất cả là tại EA,0,2025-12-21T12:49:02Z
i8Ew80mxJYs,@NhânNguyễnChí-e9v,"Trg qc, anh đã thành rapper😂",0,2025-12-21T12:48:20Z
i8Ew80mxJYs,@saninh7987,ĐÂY ỒI!!!!!,0,2025-12-21T12:47:14Z
i8Ew80mxJYs,@renren8276,"góp ý cái là đọc tự nhiên đi, nhấn nhá này lộ rõ vẻ cố quá. Nhiều đoạn đọc nhấn quá xong có giọng thở, đeo tai nghe mà rợn người luôn",0,2025-12-21T12:45:53Z
i8Ew80mxJYs,@ThangPham-bt8zh,ơ phê game chấm theo thang điểm cũ rồi à ? :)),3,2025-12-21T12:45:28Z
i8Ew80mxJYs,@huyniko,"hrrmm ờm, cho mấy ông nào ko biết tgif EA ko có làm game nhé, nếu chửi thì chửi cả popcap lẫn EA luôn đi.",1,2025-12-21T12:44:05Z
i8Ew80mxJYs,@Do_Thanh_Trung,Lanpiaopiao thổi hồn cho pvz còn tốt hơn ea và popcap cộng lại,0,2025-12-21T12:43:59Z
i8Ew80mxJYs,@HoànQuânTrầnNguyễn,mấy game pvz theo kiểu lai tạo của mấy a pháp sư thì nó lại cuốn vl :)),0,2025-12-21T12:37:56Z
i8Ew80mxJYs,@PHẠMDUYKHANGGG,1 ÔNG PHÁP SƯ TRUNG HOA CÒN LÀM TỐT HƠN CẢ MỘT CÔNG TY MẤY NGHÌN NGƯỜI,0,2025-12-21T12:37:16Z
i8Ew80mxJYs,@aquan192,"vừa phá đảo xong, con game lắm bug vl, quả cay nhất là quả mấy con zom có khả năng nhảy nó nhảy qua đc cái tallnut của mình",1,2025-12-21T12:37:01Z
i8Ew80mxJYs,@poriot7323,EA phiên âm sang tiếng việt là Í Ẹ (nhiều game của Í Ẹ từng là tuổi thơ nhưng bây giờ như PVZ REPLANTED thì  xin chức mừng công ti vừa lấy tiền của tôi và hỏng tuổi thơ của tôi cùng 1 lúc ),0,2025-12-21T12:36:31Z
i8Ew80mxJYs,@PhốVắng-b7v,Che Game nay để quảng cáo Game khác 😂,0,2025-12-21T12:34:17Z
i8Ew80mxJYs,@SoPhanMeoMo,"2:52 đính chính một chút là game không hề tăng độ khó, ngược lại còn dễ hóa mấy màn chơi adventure cơ chế lv cây trồng là nhằm phục vụ chế độ pvp là Arena, thứ mà rõ ràng là p2w, và nó không khiến người chơi chán nản vì game bị tăng độ khó mà ngược lại, vì game quá dễ, quá chán, mất đi tính chiến thuật vốn có của nó",0,2025-12-21T12:33:40Z
i8Ew80mxJYs,@lovingforgame322,Tất cả là do CEO EA Willson - hắn là nguyên nhân cho việc này,0,2025-12-21T12:33:28Z
i8Ew80mxJYs,@tmk3787,"Chơi pvz 1 thì hãy chọn bản goty 2010, còn pvz 2 thì hãy chọn gardenless (pc) hoặc vô vàn bản mod loại bỏ hoàn toàn cơ chế hút máu trên điện thoại, đối với tôi thì bé hoa Sunflower ngây thơ ấy và vô vàn các cây khác chỉ có hồn trong các bản game ấy thôi 😌, còn bản 3 thì....Đứa nào lại muốn đụng vào cái thứ của nợ này trời =)))",12,2025-12-21T12:32:16Z
i8Ew80mxJYs,@November679,Đm EA,0,2025-12-21T12:29:36Z
i8Ew80mxJYs,@tuantrinh6033,Giọng ông này cảm giác nhẹ nhàng quá không phù hợp chuyên mục này cần tý cợt nhả hoặc giận dữ hơn,0,2025-12-21T12:29:33Z
i8Ew80mxJYs,@NamVoHuynh,14:37 làm ơn Fan OPM đủ khổ rồi,36,2025-12-21T12:29:26Z
i8Ew80mxJYs,@KnifeGoBrrrBr,"hết vốn rồi, vốn đổ hết vào BF6 ròi :))))))))",7,2025-12-21T12:29:24Z
i8Ew80mxJYs,@cdrus,Giọng Tryxman kiểu mệt mỏi vãi lờ =))),0,2025-12-21T12:28:55Z
i8Ew80mxJYs,@NguyenHoangVinh571,Ngon có cái để xem lúc ăn tối r,0,2025-12-21T12:23:50Z
Pgg1fyAvkX8,@TheBabobii,"Sau gần 100h thì công nhận là game thiếu các mechanism cơ bản về quality of life y như video nói.  Ngoài ra thế giới trong game quá hoàn chỉnh và quá đẹp, combat tạm ổn  Bug tùm lum",0,2026-05-10T16:30:18Z
Pgg1fyAvkX8,@hawkybb,"puzzle chỉ là nối những dây điện với nhau thôi, mà muốn thấy dây điện thì phải cầm cái đèn lên. Chơi game ko để ý mà chê. Review ngu",0,2026-05-09T23:18:06Z
Pgg1fyAvkX8,@wtiza9,"ê cái cơ chế giải đố này khác mẹ gì Genshin đâu, t thề chứ nó dài dòng mà ức chế vãi nồi ra, lại éo có chỉ dẫn rõ ràng, ko lên youtube xem hướng dẫn đm có mà mò mẫm cả ngày, 1 trong những lý do tao bỏ genshin, nó chỉ vui trong 2 vùng đất đầu là monstadt vs liyue thôi, sang inazuma r sumeru là lằng nhằng vãi l ra, đã z 1 đống nhiệm vụ có mà m ngày chơi 10 tiếng cũng chưa chắc đã xong",0,2026-05-08T17:55:56Z
Pgg1fyAvkX8,@TrDManh005,Tốt nhất ko cần nghe bố con thằng nào chê riêng t thấy game hay chơi được là được,0,2026-05-07T12:20:19Z
Pgg1fyAvkX8,@KenJUO_29,Cái xoay miếng tròn đc làm quen từ đầu game r mà nhỉ,0,2026-05-07T07:38:39Z
Pgg1fyAvkX8,@thaivu87,Xin phép cười vào tay cầm PS5 cái kkkkk,0,2026-05-06T12:31:06Z
Pgg1fyAvkX8,@molidoli5880,18:08 sau gần 60 tiếng chơi thì tôi mới biết cái thanh vàng đó đầy thì đc cái Abyss Artifact để nâng kĩ năng 😂😂😂,0,2026-05-05T10:32:16Z
Pgg1fyAvkX8,@_NguyenQuangVinh-zu8ir,Lũ sa mạc con càng lúc càng giống bọn genshin rồi đấy :)),0,2026-05-05T08:21:53Z
Pgg1fyAvkX8,@moshuani1111,quan điểm cá nhân quá,0,2026-05-04T11:54:54Z
Pgg1fyAvkX8,@Teelipit,"Con game này siêu đỉnh nếu mn chơi với tâm thế đón nhận và cởi mở với nó nha. Mình đi mining tìm ore để up gear rồi lạc luôn vào một cuộc hành trình khám phá lâu đài bỏ hoang đấm nhau với quái vật, tìm kho báu, nấu ăn dưới trời đêm đầy sao, về nhà với inven full đồ loot rồi nhận ra là quên mất ore. 😆",1,2026-05-04T07:57:05Z
Pgg1fyAvkX8,@phucbigbruh,Anh Trường review như kiểu đọc điếu văn ý nhỉ🤣 Viết hết ra word xong ngồi đọc hiểu,1,2026-05-04T01:47:19Z
Pgg1fyAvkX8,@Iionpeach,Phất âm chuẩn là “Pơ abis” Pia cái dz mà Pia,0,2026-05-03T09:07:48Z
Pgg1fyAvkX8,@Platinumlasmid,30:33 cười lắm rồi phê game ơi =)))))))))))))))))))))))))),1,2026-05-02T17:59:41Z
Pgg1fyAvkX8,@Platinumlasmid,19:10 cười điên ,1,2026-05-02T17:47:29Z
Pgg1fyAvkX8,@yoshiro0601,"Xuất phát từ niềm đam mê mãnh liệt với video games, sứ mệnh của Phê Game là truyền cảm hứng và tình yêu game tới các khán giả Việt Nam yêu quý, đồng thời trở thành cầu nối vững chắc giữa nhà làm game và cộng đòng game thủ.  Giờ kích war cho ae game thủ tương tàn 🐧",0,2026-05-01T06:33:17Z
Pgg1fyAvkX8,@ucstick1721,Cảm thấy may mắn khi refund cái game cc này,3,2026-04-29T18:42:23Z
Pgg1fyAvkX8,@nguyentruong-ey6cg,Review lại đi anh game gây nghiện vl ai cíu tôi với k buông tay cầm đc 😭😭😭,0,2026-04-29T18:00:18Z
Pgg1fyAvkX8,@nguyentruong-ey6cg,Review lại đi anh game gây nghiện vl ai cíu tôi với k buông tay cầm đc 😭😭😭,0,2026-04-29T18:00:08Z
Pgg1fyAvkX8,@cricketspot-x9l,"Đừng nghe thằng nào nói, cứ lên metacritic game nào đánh giá cao mà dứt, riêng t thì game này hay nhé",0,2026-04-28T04:52:09Z
Pgg1fyAvkX8,@Quilla_Kocha,nhận xét rất hay và rất đúng cái crimson này ngay từ lúc đầu xem sơ qua đã thấy nó là game thập cẩm y chang mấy game rpg trung quốc,1,2026-04-23T12:26:41Z
Pgg1fyAvkX8,@sondothe1731,đây là cay game chứ không phải chê game toàn cay cú à,0,2026-04-23T11:51:30Z
Pgg1fyAvkX8,@Phongphong-s7h,"Con này tụi tây lông khen quá trời quá đất, peak peak các kiểu, thật nhiều khi k hiểu tụi nó bị sao. Má nhiều thằng còn nói game chơi vài trăm tiếng mới hay mới đáng mua, còn mấy con 10-12 tiếng là rác, đừng mua.. :))",0,2026-04-22T12:57:19Z
Pgg1fyAvkX8,@BảoHuyLêHứa,Nhiều khi khùng luôn với mấy cái trả lời npc :))),0,2026-04-22T06:34:23Z
Pgg1fyAvkX8,@Phanhanam-z3f,xem hài vl,0,2026-04-20T11:41:21Z
Pgg1fyAvkX8,@KhaiNguyen-mc1to,Cái kiểu quái hội đồng vẫn thích con game Shadow of war nó dí mà ko chạy nhanh là nằm 1 đống cơ chế hồi hp cũng hay,0,2026-04-20T04:18:27Z
Pgg1fyAvkX8,@Sqrt-i2z,"Ông làm cứ như Elden Ring hay Zelda TOTK có hướng dẫn puzzle ấy =)). Mấy năm gần đây thì game openworld toàn kiểu như này. Chả thấy có hd con mẹ gì, toàn bắt đi mò, chỉ giới thiệu đúng những tương tác cơ bản của game. Nếu chơi mà thấy ức chế thì là do ôg ko hạp với cái thể loại game như này, chứ nhận xét như vậy thì lại quá chủ quan. Nhưng phải công nhận cơ chế điều khiển của trò này nó hơi dốt nát.",2,2026-04-20T00:45:30Z
Pgg1fyAvkX8,@weyn1375,"mấy con gà thì biết cái chó gì. PA cực kì sáng tạo nhé, thay vì chỉ cần bấm mũi tên, lăn chuột hoặc aim để chọn vật thể tương tác thì PA tích hợp cả 3 vào cái đèn, và bắt player với rọi đèn vào vật thể sau đó chọn hold hoặc tap để tương tác với cái vật thể đó. đjtme sáng tạo vãi lz 🤯🤯🤯🤡🤡🤡🤡🤡🤡🤡",1,2026-04-19T22:48:41Z
Pgg1fyAvkX8,@haidngdinh,Cái đoạn 15:30 là câu đố nối dây có ngay từ đầu game khi mở abyss đầu tiên luôn =))))))),0,2026-04-19T17:36:07Z
Pgg1fyAvkX8,@lonelyguy7258,bảo sao ông dẽo chơi đúng 1 tập :))),1,2026-04-19T09:52:09Z
Pgg1fyAvkX8,@ngochaio2454,"Mấy nay Pearl cũng update khá nhiều để fix , đặc biệt là control trong game ( ngoài cốt truyện không có điểm nhấn thì NPH cũng chịu khó nghe người chơi ) .",0,2026-04-19T02:21:25Z
Pgg1fyAvkX8,@loclehuynh,"- Về phần cốt truyện thì hoàn toàn đồng ý với video. - Về QoL thì cũng đồng ý nhưng lại không đồng ý với ví dụ, đặc biệt là ví dụ về phần phải đố, cái nối dây điện đã được quest hướng dẫn mấy lần rồi. QoL có nhiều vấn đề ví dụ như inventory lộn xộn, layout menu rườm rà tương tác bất tiện, tương tác với vật phẩm rườm rà, không tối ưu là hoàn toàn đúng, nhưng ví dụ trong video chả có sức thuyết phục gì cả. - Về combat thì hoàn toàn không đồng ý, đây là phần có thời lượng ""chê"" dài nhất nhưng tôi có thể nói chỉ có 10% design issue và 90% là skill issue. Well tôi có xem stream khoảng vài giờ và tôi nhận ra là bạn đang chơi theo phong cách của soul game, bạn chỉ dùng 3 thứ là block, roll và light attack; nhưng đây không phải là soul game, game có hàng đống skill có thể kết hợp. mặc dù đúng là bạn có lựa chọn up chỉ số thật cao để trở nên OP và kết liễu một con lính với 2 đòn light attack, nhưng bạn cũng có thể chọn không làm như vậy và đánh một trận cho ra trò, nhưng trong video nó lại được nói như là việc quét sạch chiến trường với light attack là việc hiển nhiên vậy (hmm hoặc đối với người chỉ biết dùng light attack thì nó là việc hiển nhiên nhỉ?). Về việc đánh boss thì cây đèn đeo trên người sẽ đỏ lên để thông báo những đòn không để block/parry, và script thì nói một đằng, trong video thì lại thể hiện một nẻo, trong video thì lại biết đòn đỏ để né, có thể thấy người viết script này lại không chơi game...  Nói thẳng thì thay vì đánh giá game, team càng giống là chạy KPI để ra video hơn. Bạn chơi một tựa game sandbox -> bạn chăm chăm vào chạy quest chính -> chạy xong quest thì ra video đánh giá. Vậy cái đánh giá này có ổn không? Well tôi đồng ý là game có một khởi đầu khá là tệ, và quest chính cũng vậy, và tất nhiên sau cả chục giờ chơi thì bạn hẳn phải biết là cái quest nó tệ. Nhưng vấn đề là bạn không làm gì khác ngoài chạy quest, cũng cũng không tìm hiểu cách sử dụng hay kết hợp skill. Nói chung đánh giá của việc thực sự chơi game và chạy KPI là hoàn toàn khác nhau, còn video này thuộc về trường hợp thứ 2.",5,2026-04-18T18:50:31Z
Pgg1fyAvkX8,@quanpewdie,"Chuẩn sản phẩm của Hàn luôn. Kể cả về phim của Hàn cũng thế, xem phim nào cũng sẽ thấy phim nó cứ kiểu bị làm quá đà ý, mà nó vô nghĩa thừa thãi. Đúng Hàn drama chúa",0,2026-04-18T13:44:53Z
Pgg1fyAvkX8,@jackbereson,chê chê mã mẹ mày,1,2026-04-18T02:51:07Z
Pgg1fyAvkX8,@khuatthelong,Tui vẫn đang chơi con CD này và tôi đồng ý với những gì Phê Game đã Chê. Trừ vụ “thanh màu vàng” cạnh minimap =))  Tui cũng ko đánh giá con game này hay chỗ nào.  Trừ cái việc nó hợp với việc tự kỷ một mình và ko có microtransaction để mua giáp.  Ai khen cứ khen ai chơi cứ chơi nha.  Tui chơi con này vì đang không có game gì chơi trong khi chờ Lord of Hatred và Adventures of Elliot.,0,2026-04-17T18:46:34Z
Pgg1fyAvkX8,@Baker575,Nhờ phê game mà mình biết tới cộng đồng game rác nhất Việt Nam ❤,0,2026-04-17T17:49:21Z
Pgg1fyAvkX8,@kimidoriglove5761,Genshin impact ahh game,1,2026-04-17T12:10:29Z
Pgg1fyAvkX8,@phuquyvuongquyen1748,"lần đầu trải nghiệm con game, tui phải mất hơn 1 tiếng ngồi trầm tư suy ngẫm để coi thiết lập cái control nv như thế nào để phù hợp với lối chơi của bản thân, má ơi thiết lập mặc định nó dở tệ, điều khiển nv di chuyển mà tui cảm giác như đeo tạ vào người, nó chậm chạp kinh khủng, nhảy nhót leo trèo, nhìn nv mà tui cảm thấy thở dốc dùm cho. Còn save game, thay vì nv ở đúng vị trí mình từng save thì nó lại bị dịch chuyển đi một chỗ khác, phải tốn thời gian chạy về chỗ cũ, lần đầu tiên có con game làm quả save tệ hại như vậy.",0,2026-04-17T07:13:17Z
Pgg1fyAvkX8,@Quasso0-9,Mỗi ngày 2 tiếng thì tôi phải ăn cứt 50 ngày để thấy cứt ngon 😭,0,2026-04-17T04:02:57Z
Pgg1fyAvkX8,@au88.diy-z3m,"Khuyến mãi AU88 đọc qua là nắm được nội dung, không cần tìm hiểu nhiều nên tiết kiệm thời gian.",0,2026-04-17T01:54:28Z
Pgg1fyAvkX8,@entle8324,14:20 cái này thì vui thật ngl,0,2026-04-17T00:08:54Z
Pgg1fyAvkX8,@trucdiepphan3091,"thats why i refunded it :)) đợi tương lai có update patch sửa ko chứ quá nhìu thứ ức chế, éo còn tâm trạng để trải nghiệm cái hay nữa. Thế nhưng khi t mở miệng chê thì ăn cả tấn gạch đá vào đầu kèm theo 1 câu ""tự làm game mà chơi đi, éo làm dc chê chê cl"" 🤣 ko sửa cái đống kinh khủng này thì thôi dẹp chờ witcher 4 còn hơn :)",0,2026-04-16T16:37:26Z
Pgg1fyAvkX8,@ucphuongvu7687,Làm tôi nhớ đến Moonlighter. Mới chỉ cốt truyện ngáo đá và gameplay thiết kế hơi dở thôi mà đã bị Vô Lý tế rồi. Không biết Vô Lý và chửi con game này thì PG sẽ bị cảnh báo bao nhiêu lần luôn 😂,1,2026-04-16T14:12:00Z
Pgg1fyAvkX8,@ชีพจรลงใต้เท้า,good,0,2026-04-16T13:20:56Z
Pgg1fyAvkX8,@khaileduc2610,26:59 miden ring thì nói cho m biết à?,0,2026-04-16T11:56:29Z
Pgg1fyAvkX8,@khaileduc2610,"25:34 điển hình mấy thằng chơi game để hoàn thành game. mở mồm thì sandbox, phân tích thì speedrun nửa mùa. bại não",2,2026-04-16T11:55:49Z
Pgg1fyAvkX8,@khaileduc2610,"17:45 bại não, có tooltips góc trái trên, đọc thì ko đọc",0,2026-04-16T11:42:51Z
Pgg1fyAvkX8,@khaileduc2610,"15:27 ngu, ngay từ lần đầu lên abyss đã được giới thiệu cơ chế LB lên để nhìn dòng điện chạy thì mới active được",0,2026-04-16T11:40:58Z
Pgg1fyAvkX8,@khaileduc2610,14:49 thì?,0,2026-04-16T11:39:42Z
Pgg1fyAvkX8,@khaileduc2610,"mở đầu vid là con miden ring thì thôi, gg",0,2026-04-16T11:09:28Z
Pgg1fyAvkX8,@TrungNguyễnThành-s6z,hồi trước chơi không để ý vẫn chơi bình thường xong xem video này mới nhận ra =)))),1,2026-04-16T06:04:08Z
Pgg1fyAvkX8,@lechipham1718,"Tôi mua games từ Steam nên có bản cập nhật thường xuyên vì vậy cũng không rõ bản tôi chơi với bản bạn đang chê có khác nhau không. Tôi chơi hơn 50h rồi, thấy cái QOL ko đúng, tôi thích đi bộ từ từ ngắm cảnh. Còn cái thiếu hướng dẫn cách giải đố đúng là vấn đề, thực ra nó cũng giống câu hỏi IQ thôi, các câu hỏi IQ sẽ để tự người làm phải tìm quy luật chứ cũng ko đưa ra quy luật trong đề bài. Vì vậy sẽ có những người thích kiểu vậy, động não nhiều nhưng cũng sẽ có người chê vì không tìm ra được quy luật.",1,2026-04-16T02:48:59Z
Pgg1fyAvkX8,@CaVangMauXam,22:42 giữ L3 ?  vl thật luôn dữ L3,0,2026-04-15T20:57:02Z
Pgg1fyAvkX8,@minhrinkitori2737,Mình xin góp ý một chút là “yếu điểm” nghĩa là “điểm quan trọng” chứ không phải “điểm yếu” như cách Phê Game dùng trong video. Đây là một lỗi dùng từ phổ biến và mình để ý Phê Game cũng nhiều lần mắc lỗi này trong các video của kênh. Mong các bạn để ý hơn ạ.,0,2026-04-15T15:29:26Z
Pgg1fyAvkX8,@nhupham1357,"Có ít thời gian để thư giãn mà giải đố hết ngày luôn, giải xong tới nhiệm vụ khác kẹt tiếp rồi lại utube tiếp . Ác thiệt",4,2026-04-15T15:27:23Z
Pgg1fyAvkX8,@ech3005,Sa mạc con táp ghê quá. Cố cày view cho kênh tiếp đi😂😂. Làm tester cho gamer sướng phải biết😅,4,2026-04-15T15:24:25Z
Pgg1fyAvkX8,@NamNguyen-t4c7i,Vừa công bố bán được 5tr bản 😂Khủng phết,3,2026-04-15T13:46:10Z
