text,label
áo khá nhỏ,NEG
áo hơi rộng,NEG
dan lam ga gion ma luc nao cung giao ga dai,NEG
áo không giống hình lắm,NEG
giày bị ố vàng,NEG
mất tiền oan,NEG
:,POS
làm giả hàng thật nhưng vẫn ổn,NEG
quá kém :tired_face:,NEG
m mua 2 cái cùng size nhưng áo này hơi rộng xíu,NEG
tuy size hơi rộng với mình chút xíu,NEG
tam duoc sp khong giong hinh lam,NEU
shop phục vụ rất kém hàng trước khi giao bị dơ bẩn shop k kiểm tra hàng trước khi giao khách phản hồi thì bên phía shop không 1 lời giải thích làm ăn phải chữ tín chứ đừng vì lợi nhuận nhỏ nhoi mà xem thường khách hàng,NEG
bạn nào mà cân nặng từ 40k cao 1 m52 trở lên có thể mặc được size m đấy chất lượng rất tốt :grinning_face_with_big_eyes:,POS
vải như áo mưa chất lượng sản phẩm kém,NEG
ống tay áo trắng may chật quá,NEG
chất lu chất lượng sản phẩm tạm được,POS
áo cỡ l form hơi to chắc cỡ m mới vừa,NEG
mình chỉ góp ý tí là nếu được shop chịu khó thêm kích cỡ của mấy món vật dụng như nhà chén ăn cho dễ lựa hàng vì hỏi hoài cũng hơi ngại :,POS
ai mún xem liên hệ https:facebookcomhoangyenngan,NEU
màu đẹp vải ổn với tầm giá,POS
màu cam với đỏ thì ổn nhưng xanh thì chất như áo mưa vậy :crying_face: còn có mùi khó chịu nữa hic,NEG
thun len mềm mịn ih hình,POS
sorry shop,NEU
đặt hàng 2 ngày ko thấy giao,NEG
ko đáng nhưng phải nói,NEU
treo đầu dê bán thịt chó!,NEG
áo bra chất xốp ko ôm ko cứng cáp ko p do size mà kiểu áo nó bửa ra thế,NEU
quần đùi thô hoa nhí hơi chật với cứng,NEG
rẻ thế này mà áo đc y hình,POS
không có mùi mấy,NEU
áo quá mỏng ngắn cổ to không rộng như hình màu bị lem ra kẻ trắng không như mong đợi,NEG
ao nho ma ngan lam nhan tin cho shop shop không tra loi,NEG
sẽ giới thiệu shop với bạn bè,POS
chưa sử dụng nên chưa có cảm nhận về sp,POS
giao nhầm mẫu ib k tl,NEG
vải dày dặn nhưng k mịn lắm hơi xù,NEG
màu ko như hình mình đặt màu cam nhưng nhận được là màu đỏ gụ mẫu sản phẩm không như mô tả đường máy sơ sài nhiều chỉ thừa thực rất không hài lòng,NEG
mình sẽ tiếp tục ủng hộ,POS
tai bóp còn cứng,NEG
thiếu phần cúc luôn,NEG
túi zip bị hư nên k kéo bao lại đc :,NEU
gửi trả thì shop không chịu phí phí quá đắt nên không gửi lại nữa,NEG
sp do wua,NEG
màu đúng hình kiểu ok,POS
nhưng ship hàng quá lâu,NEG
thời gian giao hàng chậm thời gian giao hàng chậm,NEG
chán quá!,NEU
không như mong đợi,NEG
vải nhanh xù lông,NEG
k giống hình áo thì mong chất vải thì xấu phí tiền,NEG
v1 85 mình order sz38,NEU
shop giao thiếu bút này,NEG
chất lượng sản phẩm được nhưng chất vải hơi cứng,NEG
vải bi đổ long,NEG
chất lượng sản phẩm tuyệt vờicom bi vun qua k dc nguyen,POS
do mình kiểm tra không kỹ và giá trị không nhiều nên thôi không trả lại hàng,NEG
nên mặc lên không cứng form,NEG
mút quá mỏng,NEG
không giống với hình cho lắm giày đẹp,NEG
bỉm sờ thấy bị vón cục mặt bỉm bên trong bị phai màu,NEG
lan sau rut kinh nghiem,POS
hình to không giống ảnh minh hoạ,NEG
vải có vẻ không thấm mồ hôi lắm chỗ vạt áo vạch lên cho bé bú hơi nông,NEG
mặc trời mùa đông chết rét,NEG
nhưng chất vải hơi nóng,NEU
chất quá xấu,NEG
hàng khá thất vọng : chất lượng sản phẩm tạm được,NEG
minh phin rui ma sao roi van nhiều,NEG
trên hình thấy form rộng lắm mà sao áo nhân được nó nhỏ xíu cỡ size m :neutral_face:,NEG
đóng gói chưa dc ok giao về đến nơi bị móp may ko vỡ kính,NEG
nhưng bạn nào mà mập mập trên 52kg thì mình nghĩ là sẽ hơi trật,NEU
hình với thực tế chênh lệch 110 hình thình lòng lanh ngoài thì như giẽ rách,NEG
mình chọn màu da shop giao màu đen,NEG
size bé tí,NEG
dây hơi cứng,NEU
đóng gói chưa đc đẹp,POS
vãi mõng mà rộng như cái mùng vậy,NEG
chat luing bt,NEU
không hài lòng với sp,NEG
sản phẩm là nan 1 400g mà sao khi ktra mã vạch lại ra loại 800g ạ,NEG
sản phẩm đẹp như hình vải hơi mỏng nên chắc sẽ thoáng mát,POS
quần không giống hình mẫu,NEG
mỗi tội gia hàng hơi lâu :face_without_mouth:,NEU
sản phẩm này hình như có liên kết với bên sữa mornaga thì phải mình thấy có logo sữa song song với calbee,NEG
chắc phải đem sửa,NEG
sục ko đúng với hình đăng chất lượng da đểu quá tồi,NEG
nhân viên còn lóng ngóng phải chờ lâu,NEG
với giá tiền thì áo này cũng phù hợp :d,POS
camera cho điện thoại thì k rõ nét tầm ảnh kém,NEG
nhưng áo vừa mặc thử đã bật cúc,NEG
giao hàng siêu nhanh chất lượng ok tư vấn nhiệt tình nhưng áo giao có một sai xót hi vọng lần sau shop kiểm tra trc khj giao kỹ hơn,POS
nhưng với số tiền ý thì cũng ko dám mong đợi gì quá nhiều,NEU
nhung chiêc ao babidon mau hồng bi 1 loi nho,NEU
áo mỏng nhìn thấy được bên trong chữ bị nhoè,NEG
đường chỉ bug ra về mất sữa lại đóng gói sản phẩm tạm được,NEG
áo không giống hình cân nhắc kĩ trước khi mua,NEG
k ưng sản phẩm này lắm nhưng vs giá tiền vậy thì cũng chấp nhận đc tuy nhiên k dùng nhiều đc,POS
size m mà hơi bị chật rồi shop,NEG
k đúng như hình áo cũ kỹ dơ chưa mặc lấn náo ma lông thì xù xì :face_screaming_in_fear::enraged_face:,NEG
áo hơi nhỏ k rộng như hình,NEG
chất liệu rất nóng,NEG
hoa thêu rời rạc áo được 57kg mặc vẫn vừa so với giá là ổn,NEG
áo có vài vệt dơ nhỏ,NEG
thời gian giao hàng nâu sản phẩm tạm đc nói chung k ưng cho lắm,POS
có điều bao bì bị rách,NEG
k giog hinh,NEG
cơ mà em 65kg 1m6 mà size l quá ôm cơ thể :loudly_crying_face:,NEU
lót to dày,POS
ko hai long lăm,NEG
vừa ống nhưng ko vừa lưng :smiling_face:,NEU
áo giống ảnh nón rộng nhưng nhiều đường chỉ chưa cắt,NEG
chat luong vai tam duoc shop ko phan biet duoc quan dai va quan lung,NEG
mua 2 miếng dán mà 1 miếng bị nứt ngay cạnh gốc,NEG
giống hàng nhái vậy,NEG
hang bi loiquan bi rach,NEG
khá thất vọng về màu của sp!,NEG
các bạn k nên mua nhea,NEG
rất mong nhận được hàng cho con nhưng khi nhận hàng thì cảm thấy thất vọng,NEG
trên ảnh là váy xẻ hai bên,NEG
len hơi dão,NEG
giao sai hàng,NEG
mùi gỗ hơ kì nhưng khá dễ chịu,NEU
trên mác size 34 nhưng size thực là 36 nên bị rộng rồi,NEU
hinh,NEU
mình có m5 nên mặc sz m hơi rộng xíu,POS
chất lượng xấu,NEG
tiền nào của ý thôi,NEG
minh đặt quần ngắn mà giao quần dài,NEG
mua hàng còn đk tặng quà nữa,POS
đã vậy còn ko cho trả đổi,NEG
chiều cao mình đo chỉ được 71cm,NEU
nhỏ hơn 1 size nhưng hàng đẹp,POS
hjx nhìn đồ thì thik lắm nhưng chỉ mặc vừa áo thôi ạ quần thì k vừa :crying_face:,NEU
chất kaki nên giặt sẽ ra màu,NEU
giao hàng nhanh nhưng giao lộn màu cho mình nhưng không sao,NEG
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn có điều các bn nữ ốm quá cũng ko nên mua vì from nó rộng lắm với áo bị rách một lỗ nhỏ,POS
nhưng k giống màu mình đặt,NEG
do k nhồi căng các góc,NEU
va lại gửi sai mẩu na,NEG
thời gian giao hàng tuy hơi lâu nhưng không quan trọng,NEU
chat vai tạm duoc,POS
giao hàng cũ xước tùm lum mà còn kêu hàng mới gửi ảnh qua còn kêu ko có căn cứ,NEG
đèn cũng hỏng pin thì thiết kế ngược,NEG
áo may như vậy ai dám mặc làm ăn uy tín chúc shop măck đc kg tui tặng cho uổng tiền mua,NEG
đề là cao cấp mà chất lượng thật ko gia gì,NEG
nhìn k được ưng ý,NEG
chất lượng dơ quần lem màu,NEG
dáng áo k giống hình,NEG
giày khá rộng và to,NEG
viền áo ko may gấp lên mà chỉ vắt sô cả tay và thân!,NEU
nhỏ và mỏng quá,NEG
phần túi bên trong áo may hơi lỗi xíu tổng thể sp ok thời gian chuẩn bị hàng và giao hàng nhanh,POS
dung mau khach yeu cauok,NEG
ai mặc size m thì phải mua size l,NEU
chất lượng kém mình vẫn nhận hàng và kh trả,NEG
chất lượng sản phẩm tạm được vải dày kg mịn lắm quá rộng với người 46kg tốn mớ tiền bóp lại áo hơi buồn,NEG
áo bị rách 1 ít ở tay thời gian giao hàng nhanh,POS
tiền,POS
giày rất đẹp rất giống ảnh cảm ơn shop,POS
đặt số 5 giao số 1,NEG
quá thất vọng,NEG
bị thiếu 1 giỏ đựng quần áo,NEG
dáng áo không đẹp bằng áo sọc lần trước mình mua,NEU
sản phẩm cũng đc,POS
vải dày dặn hơn mong đợi,POS
lần đầu nhận được hóa đơn gtgt trên shoppe dù đã mua nhiều tại các gian hàng chính hãng,NEG
size xl mà nhỏ wa,NEG
quần nhận ko giống hình là quần tất hở bàn ko phải tất cả bàn chaab,NEG
ok ẹp,POS
chất lượng móng bt so với giá tiền,NEU
dễ bị xù,NEG
size xl 73 kg mặc hơi chật,NEG
k cho túi nưa,POS
chọn nhầm size trước giờ mua hàng chợ toàn mua size m,NEG
rất hài lòng với cách làm việc của shop,POS
hình trông nhiều mà đặt về trông hơi ít,NEG
sản phẩm có nhiều vết xước nói chung là cũng ổn,POS
đặt 4 su đúc và 2 cotton nhưng giao hàng lại cả 6 su đúc hơi k hài lòng,NEG
hơi khác so với mình nghĩ nhưng khá ok,POS
chưa kể cải bị rách,NEG
giao k đúng màu mình chọn nhưng chất đẹp nên mình k yêu cầu đổi lại nữa,NEG
box nhàu rách nhìn hơi ghê tí nhưng ko sao,NEU
nhưng bao silicon đựg pin mình nói shop lấy màu xanh shop đã ok mà lại giao cái màu đen hàng cũ còn bị trầy xước nhiều dơ có cát bụi trog bao đựg,NEG
sp giống hìnhtuy nhiên fom nhỏ hơn so với chuẩnm đặt fom rộng mà vẫn nhỏ!,NEU
k full man hinh vien kcl k vat nhu mo ta vuot rat can tay kinh nho che mat 1 phan man hinh cho 1 sao vi mo ta sp k trung thuc,NEG
shop gửi m có 1 nửa bị size nhỏ hơn,POS
bảng mắt màu cam nhưng lên da màu hơi hồng hồng,NEG
mình ko thích sp như vậy,NEG
vải chất cứng k phải len dáng y hình,NEG
phải gọi là thun tăm thì đúng hơn là len tăm,NEG
chắc chắn chỉ dám mua lần này không có lần sau,NEG
không có chăn thì nhìn được mà nhét chăn vào thì bị phồng,NEG
cũng ko ra k hết,NEG
nơ xấu bị vải tưa ra,NEG
nhưng size xxl đăt hơn nhưng lai mong hơn size l,NEU
size rộng quá shop ơi,NEG
chua nhan dc hang,NEU
một số chỗ bị xước,NEG
túi quá mỏng và dễ rách khác hẳn hàng lần trước mua thật sự thất vọng,NEG
đóng gói kỹ lưỡng chắc chắn,POS
nhưng mình 45kg cao 1m52 mặc size m cảm thấy hơi cộc,POS
lỡ mua rồi mà chắc k dám dùng cho bé,NEG
áo màu trắng nào cũng có vết bẩn giăt k sạch,NEG
wa tệ,NEG
shop ban hang cu ban hang da sai roi,NEG
màu khác xa với hình ảnh,NEG
sao shoppee lại bảo đảm cho một loại hàng như vầy không biết,NEG
dt k dep xai k dc mau mau khong dung ban gja mat nhan vien noi chuyen thi khong co dj hoc,NEG
áo cho trẻ em mặc thì vừa,NEG
vải nhăn chất lượng k giống mình nghĩ không hài lòng lắm nhưng với giá 200k thì cũng k đắt,NEG
shop giao thiếu e 8 đôi tất là 65k,NEG
55 kí 1m63 mặc ko vừa nhưng chất quần ổn,NEU
mỏng k như hình,NEG
chất lượng sản phẩm tuyệt vời lưng váy cứng mặc vào hơi ngứa,POS
sản phẩm mới và đầy đủ linh kiện,POS
cảm ơn shop :red_heart:,NEU
shop nch rất dễ thương và nhiệt tình,POS
túi nhỏ hơn so với ảnh,NEG
chất lượng sản phẩm rất kém shop làm ăn ko uy tín gửi hàng ko đúng hình,NEG
mình dặn là mỗi màu 1 cái mà,NEU
kém chất luọng,NEG
lại cho mình 2 trắng 1 da,NEU
mình cao 1m60 mặc vừa tới rún :d,NEU
áo hơi cũ cổ vs ống tay ko giống hình mặc lên ng thì đẹp,NEU
giao ko đúng mẫu đặt nghĩ sao đặt mẫu 95k giao mẫu 65k vui thật buôn bán mà đẩy hàng tồn cho khách kiểu đó đổi trả rắc rối nên đành chịu vì gần sinh r,NEG
phải sửa lại mới vừa,POS
nhưg ao khoat cua bn giao cho mih bi dinh cai gi đo,NEG
voucher chỉ áp dụng 1 trong 3 điểm nêu trên nên hơi bất tiện,NEU
shop giao hàng lâu 34 ngày mới nhận dc,NEG
mình mặc khá chật đặc biệt là cổ và tay áo không dài lắm,NEG
trội ôi,POS
2 sao cho shop còn sp thì xếp xó rồi !,NEG
bơm hơi yếu,NEU
áo ngắn nhỏ 1m63 55kg mặc vào như đồ ở nhà,NEG
hàng đẹp nhưng độ co giãn ít quá,POS
giao thiếu 1 áo cagidan của mình :,NEG
bức xúc mỗi việc bọn shoppe lm ăn vớ vẩn vl,NEU
chất vải không hợp với giá tiền,NEG
k vua y ao k dug size,NEG
có lỗi 1 chút,NEU
quần trắng vải ok đen thì thô cứng quần trắng bị rách ngay ống quần nhưng lỡ cắt mạc rồi nên cũng chả trả dcáo ôm nhưng mặc thùng thình ko nên mua áo,NEG
bạn nào cao 1m65 thì sinh ra để dành cho nó mình 1m61 hơi dài 1 chút,NEU
chưa dùng dây đai rụng lả tả có 3 rụng 1,NEG
không được như mình mong đợi,NEG
đóng gói sản phẩm rất đẹp và chắcchắnao xanhgiaonhâm maukhônggiông hinh,NEG
giao áo khác,NEG
vải xấutấm lưới bên trong lòi ra ngoài mặc k đc nên phảu cắt,NEG
áo thun vải oke,POS
áo được nhưng hơi mỏng,NEG
hơi mỏng,NEG
không dùng được túi shop ạ,NEG
dây dán sơ sài đoạn gập,NEG
đây là đầu chải dưỡng mi đây ah tới cạn lời luôn ah khô cong ah và mùi rất khủng khiếp,NEG
chất lượng sản phẩm tạm được nghe ko được tốt như mô tả lần sau đừng mô tả thái quá lên như thế,NEG
lần sau mình sẽ ủng hộ shop thêm nữa,POS
góp ý với shop đóng hộp carton thì tốt hơn,POS
không đẹp như hình,NEG
vay ko giong hinh giay keo bi dung kho keo ban lung ko om lung chất lượng sản phẩm kém,NEG
đóng gói sản phẩm tạm được shop phục vụ tạm được,POS
đặt 2 bộ màu đen mà 1 bộ đen 1 bộ áo đen quần xám,NEG
nhăn tin phan anh shop onl nhưng ko tra lơi,NEG
làm ăn như shit ý,NEG
ô số với giá,NEU
k như hình lắm nhưng chấp nhận đc,NEU
thực sự là bạn nào phải rất rất gầy mới mặc được đồ của shop : mình cao 1m62 nặng 50kg k hề béo mà mặc chật ních không chui nổi tay qua :,NEG
tem còn bị dán lệch,NEG
máy đang chạy win7 cài drive k dc phải cài lại win10 mới cài drive dc,NEU
chất vải khác với ảnh,NEG
đây là màu hồng,NEG
lần sau chú ý hơn,NEG
bóng hơi bé và mềm,NEG
có khuyến mại mà không thấy kèm theo,NEG
giao hàng 4 giờ quá nhanh,POS
shop phục vụ rất tốt nhưng chất vải nóng thật,NEG
áo hơi rông,NEG
chất vải hơi nóng,NEG
đồ hơi chật :loudly_crying_face: nhưng vải ok,NEU
minh mua ve cung de ko,NEU
chất liệu k tốt size form nhỏ co giãn k tốt mặc thử đã bục chỉ luôn rồiiiiii,NEG
mình phải nhồi thêm vào cho hồi dáng túi,NEG
đánh khô môi mùi son hơi hắc shop độn giá từ 110k lên 200k để giảm giá,NEG
nhiều nilon,NEG
mình 41kg mà mặc áo còn bó,NEG
hàng nhìn không cứng cáp như hình chụp sản phẩm,NEG
tôi đặt hàng từ 29102018 đến nay 0511 chưa nhận được hàng mà hệ thống đã báo giao thành công?,NEG
vẫn không hoàn lại 40k từ đơn trước hết hàng không báo,NEG
quần quá dài và mỏngkhông giống hình,NEG
quá thất vọng,NEG
hơi dài,NEG
quần ko có dây thun điều chỉnh nên hơi bất tiện,NEU
ngửi sặc mùi giống mấy cái son fake ở chợ,NEG
k thì coi như mất xèg nhu :thinking_face::thinking_face:,NEG
hơi mặn,POS
giá cả chấp nhận được không giống hình và chất liệu với giá tạm ổn,NEG
ko trung thực,NEG
trước tiếc tiền mua cây trắng rẻ được nửa nhưng phí tiền quá chụp hình tự sướng thì okchứ làm tripod chân và gậy cong queo yếu,NEG
shop phục vụ rất kém shop phục vụ rất kém rất không đáng tiền,NEG
chất lượng sản phẩm kém miếng mút bên trong áo móp méo ko tròn quả dù đã cố gắng chỉnh cho vào nếp,NEG
áo ok form vừa không to lắm,POS
áo ok nhưng mũ hơi nhỏ,POS
bài học rút ra : ko có chuyện rẻ mà đẹp nha mấy ba mấy má,NEG
size xl không vừa cho người 53kg như shop ghi đâu!,NEU
bt minh mặc l hơi bó nhưng quan nay thì rộng lưng lắm,NEG
tuy nhiên nắp túi của mình bị méo nếu ai để ý kỹ thì sẽ nhận ra túi của mình không đều còn nhìn sơ qua thì không sao không đến nỗi quá mất thẩm mỹ,NEG
giao hàng chậm trể,NEG
mà vải cũng y như vậy nè,NEG
vải quá mỏng sản phẩm rất kém,NEG
chất vải chán,NEG
shop tư vấn nhiệt tình sẽ ủng hộ shop dài dài :red_heart::red_heart::red_heart:,POS
váy hơi ngắn lúc giơ tay,NEG
giaoo hàng nhanh nữaa,POS
mặc rất vừa có điều quai k tháo rời đc,POS
đẹp n mỏng quá,NEG
hơi nhẹ,NEU
chất lượng kém vải cứng k mềm đường may ẩu,NEG
đây chỉ là góp ý và không nỡ để shop bị rate thấp nên vẫn cố cho 4 sao,POS
hang ko giong hinh,NEG
chất lượng sản phẩm tạm đượccổ áo ko giống hìnhnhận áo hơi thất vọngđường may sơ sàiso với giá áo chưa hợp lýhi vọng shop nâng cao chất lượng tốt hơn,NEG
áo phom rất to và dài chất k dc đẹp lắm,NEG
chưa mang giày đã bị súc chỉ giày ưa nhìn cũng tốt :,NEU
hơi chủ quan và thất vọng quá!,NEG
dây dài thòng mà k có chỗ rút dây như áo khác mặc vô ngực ở trên áo thòng tít xuống rốn vãi c,NEG
đường may áo quá xấu chất cứng đường may ẩu,NEG
kiểu váy lỏng lẻo cột vai mặc khá nguy hiểm,NEG
shop cho hẳn mỗi áo 1 màu,POS
sao,NEU
ra ngoài quày kem bắt còn trả thêm 1 lần tiền nữa,NEG
kẹp đuôi khỉ thì bị gãy và bàn chải thì ko xài dc pin,NEG
so vs giá tạm chấp nhận dc,POS
chờ đợi hàng mỏi mòn nhận được váy không có khoá đằng sau,NEG
shop giao mình màu ko giống mẫu mẫu caro vàng trắng còn của mình thì caro vàng xám buồn thật,NEG
thơi gian giao hang lâu hơn shop đa noi,POS
áo đã bẩn còn lỗi chỉ,NEG
bao bì gói cẩn thận,POS
shop đóng gói sản phẩm kém không đáng tiền,NEG
may nhỏ xay k duoc,NEG
vải bình thườngtiền nào vải ấyk sai,NEG
chất bt k dày dễ xù lông sau giặt,NEG
song nhân viên hơi thiếu nhiệt tình khi tư vấn cho khách,NEU
áo hơi mỏng size áo bé chỉ người bé mới mặc vừa,NEG
trừ 1 sao,NEU
mà mua của shop xong qua shop kia coi bán có 95k 1 áo thôi ạ,NEG
mùi chanh hay nhất,POS
thường khi mua đôi này size 39 vừa y với chân luôn nhưng hôm nay size giày 39 mà như size 40 quá rộng luôn bạn nào muốn mua giày nhớ hỏi shop chiều dài của giày nha,NEG
chán trước khi mua thì kiến đầy mua về chưa dùng thì kiến nó trốn hết chắc nó ngửi thấy mùi sp,NEG
màu bạc k giống hình,NEG
rất không đáng tiền rất không đáng tiền,NEG
chất lượng sản phẩm kém form áo nhỏkhông giống hìnhchất vải nỉ mỏngmịn,NEG
mã giảm giá k nhập được nên hơi hụt hẫng,NEG
đóng gói bị rất lồi cả bỉm ra ngoài,NEG
ko đúng với size áo thông thường đâu,NEU
hộp màu bị méo và hơi rách,NEG
quá thất vọng,NEG
mình đánh giá 1 sao vì trước khi gửi hàng shop không kiểm tra sản phẩm :,NEG
đóng gói xấu!,NEG
mong được đổi,NEG
3 shop phục vụ rất kém,NEG
áo quá mỏng lun :face_with_tears_of_joy::face_with_tears_of_joy:,NEG
áo màu này ở ngoài màu đậm hơn k đẹp,POS
quan chat cai dui va mong wasize cua shop chat hon kich co nguoi mac,NEG
nhưng hơi thất vọng,NEG
tất cả điều ok trừ áo hai dây là kh ưng xíu nào!,NEU
nhìn như cũ,NEG
màu trùng nhau nhiều qá,NEG
cạnh của kính ko dk mượt cho lắm bảo fulll màn nhưng vẫn bị thiếu tí,NEG
hang nay chât vai k đươc tôt giăt đa phai ra rôi cai mau cam đât k đươc đep,NEG
áo mới mà dính mựcnói chung tiền nào của đó chất lượng sản phẩm tạm được,NEG
thời gian giao hàng rất nhanh đóng gói sản phẩm chắc chắn nhưng không đẹp miệng tách men không đều ủng hộ shop thì cho 5 sao,POS
trả lời tư vẫn cũng nhiệt tình nữa :,NEU
treo đầu dê bán thịt chó!,NEG
với mức giá vậy thì quần này tốt lắm,POS
chất lượng sản phẩm tạm được đóng gói sản phẩm tạm được thời gian giao hàng chậm,NEG
mua hang o shop nhieu lan nhung lan nay la thay that vong vi giao k dung màu minh dat 1xanh navy 2 mau da 1 mau trang shop het mau xanh va trang thi phai nt cho minh biet de minh thay doi ao khac chu dang nay k noi gi ma tu y giao nhu vay trong khi minh da de lai chu y rat ro rang,NEG
vs tôi đánh giá 4 sao cho shop vậy,NEU
còn nhiều keo và đường viết bạc,NEG
túi đẹp nhưng hơi bé xíu,POS
vai mong,NEG
nhưng trừ điểm vì giày adidas mà lót giày logo nike :,NEU
quần hơi xấu,NEG
không như những shop khác mình từng mua bên họ làm hư đồ mình nói đổi lại mà k thấy đâu,NEG
và dài mình 53 kg nhưng vẫn rộng,NEG
shop lần sau giao hàng cần để nguyên bao bì vỏ hộp nhe,POS
shop giao hàng nhanh nhưng mà chỉ thừa nhiều ngắn quá và hơi mỏng hơn kỳ vọng nữa hic,POS
đóng gói sản phẩm rất đẹp và chắc chắn hàng k đẹp,NEG
áo ko dài như mô tả chất vải thì cũng ok,NEU
mua hai cai nhung chi sai duoc mot cai that vong va,NEG
cai nay măc vơi quân day tôi mau thôi nhe cac ban măc ao dai quân trăng mong đưng bon chen :face_with_tears_of_joy:,NEU
trông rất xấu!,NEG
không nên mua,NEG
mua cùng 1 loại nhưng cái áo này loại khác,NEG
áo rất nhăn,NEG
hàng hok như hình cho lắm,NEG
e chẳng biết nói j,NEU
shop giao còn thiếu 2 bộ lót giày cho mình nhé,NEG
đặt màu xang đen gửi màu đen,NEG
size áo không chuẩn size 38 mà như kiểu 36 mặc rất chật thất vọng khi nhận,NEG
đóng gói sản phẩm kém mơ ra ma tem đa bi thê rôi,NEG
chất lượng sản phẩm kém:expressionless_face:,NEG
còn quá nhiều chỉ thừa!,NEG
bán đồ như giẻ,NEG
đóng gói sản phẩm bằng túi ni lông mỏng nên khi cắt bị cắt vào áo !,NEU
shop bảo là có thể đổi khi không vừa size bây giờ nhạn đc hàng thì bảo là không đổi đc,NEG
thời gian giao hàng nhanh màu áo không giống như trong hình,POS
áo phai màu và đứt chỉ,NEG
về sửa cũng ok 3sao vì bị bẩn chút ngay chỗ áo ngực giặt ko sạch chất lượng sản phẩm tạm được,POS
có màu khác nữa thì đẹp,POS
đóng gói san đóng gói sản phẩm không đẹp một điều tồi tệ là giao hàng không đủ còn thiếu một hàng mà shop lại lấy đủ tiền không có hàng thì shop bảo không có đi,NEG
chất lượng sản phẩm rất kém áo thân bên to nhỏ ko đều nẹp áo may nhăn nhúm vải rất xấu mua 3bộ chỉ 1bộ tạm ổn với giá tiền!,NEG
tuy k đúng hàng nhưng cũng phải đủ chứ,NEG
size s mặc hơi bị chật vai tay,NEG
đẹp nhưng đế hơi cứng đi lâu dễ đau chân,POS
ko tra lơi câu hơi cua khach,NEG
chỉ có đường chỗ phần nẹp ở eo may không đều nhau lắm có xíu vết dơ cỡ 1cm sau áo,NEG
chất oki,POS
màu thiên về cam chứ không hồng như ảnh,NEG
mình 1m63 52kg mà mặc quần ôm lắm ngồi xuống là rách luôn,NEG
đặt theo tư vấn size m nhưng eo rộng so với mình,NEG
chủ shop nhiệt tình áo k ưng í lắm gặp phải ông shiper k ra gì :,NEG
bạn nào dùng chơi thì mua vẫn ok,NEU
mỗi tội size s bé nhất rồi mà vẫn rộng,NEG
hơn bé,POS
tuy nhiên chất lượng hàng không đạt yêu cầu vải xấu đường may k đẹp chỉ thừa và lỗi nhiều màu in bị lem áo bị ố màu,NEG
mau hơi khac vơi hinh nhưng thai đô phuc vu cua shop ok,POS
kích hoạt thành công,POS
shop lại giao lyly,POS
áo đẹp mềm nhưng hơi hôi keo đóng gói sản phẩm rất đẹp và chắc chắn,POS
có điều áo hơi nhiều bụi vải 1 tí,NEU
giao đúng màu ạ,POS
mẫu dep nhung vai kg dep,NEU
không như hình đăng,NEG
nên sưa lai cach phuc vu,NEG
quần chỉ k dc chắc chắn,NEG
áo này ai eo con kiến mặc siêu đẹp,NEU
tiền nào của đó thôi ak!,NEU
chất vải và đường may quá kém chưa mặc đã bung hết ra,NEG
balo nhỏ hơn nhiều so vs số đo trong phần giới thiệu sp vải mềm dễ thấm nước vải quá mềm và mỏng khiến balo ko đứng đc khá thất vọng khi nhận đc sp,NEG
ngăn hơi nhỏ,NEG
màu sắc đẹpchất vải nóng,NEU
mỏng hơn cái ở nhà,NEG
mua lần 2,POS
đặt mẫu bé trai size 5 thì giao 1 bộ của bé gái1 bộ size 4,NEG
đóng gói sản phẩm tồi như của vất đi,NEG
gửi thiếu hàng áo thì vải quá xấu,NEG
vừa in,POS
áo len rất to,NEG
k lượng kém đóng gói sản phẩm kém không đáng tiền,NEG
hộp pin k vừa pin,NEG
đặt màu đen gửi màu da,NEG
chất lượng áo tạm được,POS
dáng k đẹp ống quần cổ chân quá to,NEG
hàng xuất nên rộng lắm,NEG
nói chung ok,POS
sai mẫu áo,NEG
sp hơi gião ko tốt lắm chắc giặt nó sẽ dài ra mất,NEG
giao sai màu :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,NEG
tính ra chả đươck khuyến mãi gì cả,NEG
vải hơi thô,NEG
vải mỏng kéo 1 phát là dãn,NEG
thiếu một món hàng 1 charm đuôi cá,NEU
mình chưa bàn đến chất lượng nhưng shop giao sai yêu cầu,NEG
bên trong xấu,NEG
chất lượng sản phẩm rất kém:nut_and_bolt:,NEG
áo không co 2 tui ngay bungquân thi không tui lưng quân nên co sơi dây côt đê co gian,NEG
bự quá không mặc đckiểu thì ko như mình đã đặt,NEG
bị cái form hơi to vs tay lỡ chứ không có ngắn,NEU
đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh váy không có quần trong hơi mỏng nhưng ok,POS
hàng về hơi chậm đóng gói sản phẩm rất đẹp và chắc chắn,POS
sản phẩm không giống như shop giới thiệu !,NEG
áo form ko đẹp nách áo bị hở 1 khoản,NEG
mua sz s mà to như l,NEG
dù sao cũng ủng hộ shop,POS
vải mát nhưng nhăn quá mặc mới có 15ph ngồi thôi mà đã nhàu như thế,NEG
size áo ko đúng lắm,NEG
bạn nào cần liên hệ sp mình nhé,NEU
gửi dư 10 tấm j ko bt,NEG
giao sai màu tư vấn sai,NEG
